sl	movie_name	imdb_id	file_name	file_format	how_parsed	parse_status	file_location	attributes	CSM id
174	Burlesque	tt1126591	burlesque.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a0c7bbc4-52d4-4387-904b-23248ab3e205
175	Burning Annie	tt0307879	burning_annie.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
176	Butterfly Effect, The	tt0289879	butterfly_effect_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	382d015d-7f2c-464a-8ded-4d2e82f32146
177	Cable Guy, The	tt0115798	cable_guy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	17abc6d3-eaed-4725-9fd9-f5483816f850
178	Candle to Water	tt2387411	candle_to_water.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
179	Capote	tt0379725	capote.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	96468c67-8bca-4de3-82eb-e4fe86f1abc0
180	Carrie	tt0074285	carrie.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ce436edd-6bcb-455a-9a16-c3d6e02ae22b
181	Cars 2	tt1216475	cars_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/cars-2
182	Case 39	tt0795351	case_39.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ca611b6f-5a49-4b81-96a7-cc12d8bdb2ff
183	Casino	tt0112641	casino.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	72593991-ce71-4bba-aa16-569ed53297ef
184	Cast Away	tt0162222	cast_away.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6c4e509d-720a-4927-86ff-7b0ac36645b0
185	Catch Me If You Can	tt0264464	catch_me_if_you_can.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c3200109-a52f-4f4c-9a38-a375fb3a3bf2
186	Cecil B. DeMented	tt0173716	cecil_b._demented.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
187	Cell, The	tt0209958	cell_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	313b59d8-cbe8-4ec3-8bb5-9f594522491a
188	Cellular	tt0337921	cellular.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d74e5aee-3d8d-496f-8989-350d29091c22
189	Changeling	tt0824747	changeling.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a9234605-dd6e-4e06-b3db-fb28d44eec79
190	Chaos	tt0402910	chaos.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
191	Charade	tt0056923	charade.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
192	Charlie's Angels	tt0160127	charlies_angels.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cf9c2893-6cc9-4cec-80f5-89af122c426f
193	Chasing Amy	tt0118842	chasing_amy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a25ad0fc-8585-4b37-9382-78af179057c2
194	Cherry Falls	tt0175526	cherry_falls.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
195	Chinatown	tt0071315	chinatown.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	94105da5-6384-4bbe-ac0a-9c81b10e5546
196	Chronicle	tt1706593	chronicle.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d6c5b7f3-6f49-4bd1-a98a-d237ad569713
197	Chronicles of Narnia	tt0363771	chronicles_of_narnia_the_lion_the_witch_and_the_wardrobe.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c15fa0c0-80fe-4289-a1dd-cd61399507c3
198	Cider House Rules, The	tt0124315	cider_house_rules_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7233fa0b-0cc8-4bb7-bf89-0b26e0711630
199	Cincinnati Kid, The	tt0059037	cincinnati_kid_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
200	Nuovo Cinema Paradiso	tt0095765	cinema_paradiso.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/cinema-paradiso
201	Cirque du Freak	tt0450405	cirque_du_freak_the_vampires_assistant.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d272e1bb-0292-4330-9b76-393191f8a6f3
202	Citizen Kane	tt0033467	citizen_kane.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7070a102-b405-4ef6-b66b-8c2e5f86fd0c
203	City of Joy	tt0103976	city_of_joy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
204	Clash of the Titans	tt0800320	clash_of_the_titans.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	36eac9b0-7e1e-4d69-ae1c-137f56ca8565
205	Clerks	tt0109445	clerks.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ea2ffd52-a472-40e7-84ec-f73460faf2f2
206	Cobb	tt0109450	cobb.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
207	Code of Silence	tt0088936	code_of_silence.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
208	Cold Mountain	tt0159365	cold_mountain.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	54f5e0b5-ba57-4057-a86d-983ac48455f8
209	Collateral	tt0369339	collateral.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0e72e787-8028-4503-99e7-bfd4b5752c60
210	Collateral Damage	tt0233469	collateral_damage.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	62fe83e5-9125-49e1-8346-69b7ddeb8803
211	Colombiana	tt1657507	colombiana.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	b686edd9-d367-4611-9208-8e2d6f34c51a
212	Conan the Barbarian	tt0816462	conan_the_barbarian.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8a196a38-fc60-4435-9b05-214e8ee44e45
213	Confessions of a Dangerous Mind	tt0270288	confessions_of_a_dangerous_mind.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7672b984-d463-4a66-999e-970e19876266
214	Confidence	tt0310910	confidence.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/confidence
215	Conspiracy Theory	tt0118883	conspiracy_theory.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
216	Copycat	tt0112722	copycat.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
217	Coraline	tt0327597	coraline.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	859a7f06-3ab5-421f-9c64-63d8d92dff30
218	Cowboys & Aliens	tt0409847	cowboys_and_aliens.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/cowboys-aliens
219	Crank	tt0479884	crank.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e1d19547-9b75-4da4-8dfe-f8d7c04bcf52
220	Crash	tt0115964	crash.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
221	Crazy, Stupid, Love.	tt1570728	crazy_stupid_love.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/crazy-stupid-love
222	Crazylove	tt0416658	crazylove.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
223	Creation	tt0974014	creation.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5b7c2ce6-d627-4a1d-8fa1-21472892fc56
224	Crime Spree	tt0310924	crime_spree.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
225	Croods, The	tt0481499	croods_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	55fdb75a-b54d-4165-b735-2f964dd1f810
226	Wo hu cang long	tt0190332	crouching_tiger_hidden_dragon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/crouching-tiger-hidden-dragon
227	Crow	tt0132910	crow_salvation_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
228	Crow, The	tt0109506	crow_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5d22c32f-1feb-4e20-8d4b-a3599cf9747e
229	Cruel Intentions	tt0139134	cruel_intentions.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	88c55ca1-fecc-4e61-9098-90f757697bd5
230	Crying Game, The	tt0104036	crying_game.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f1578ed9-70ca-499a-95d0-6938a6575d49
231	Curious Case of Benjamin Button, The	tt0421715	curious_case_of_benjamin_button_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	35f722be-d6ca-4393-a722-c1acfb316de1
232	Curse of the Cat People, The	tt0036733	curse_of_the_cat_people.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f09b4ffe-2988-4e10-9507-842f32edaf30
233	Custody	tt0759956	custody.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
234	Damned United, The	tt1226271	damned_united_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
235	Dark City	tt0118929	dark_city.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	753de754-9903-4bf5-a8b3-9a2e602c1cbd
236	Dark Knight Rises, The	tt1345836	dark_knight_rises_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	01a97990-73dd-418d-926a-e2a03a64f589
237	Dark Star	tt0069945	dark_star.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
238	Darkman	tt0099365	darkman.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
239	Date Night	tt1279935	date_night.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	51eb93a8-e663-41bb-b34f-7fa9affa1d19
240	Complete Guide to Guys	tt0407680	dave_barrys_complete_guide_to_guys.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
241	Dawn of the Dead	tt0077402	dawn_of_the_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/dawn-of-the-dead
242	Day of the Dead	tt0088993	day_of_the_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
243	Day the Earth Stood Still, The	tt0043456	day_the_earth_stood_still_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fc072304-e5be-4273-af2d-6230e94f4279
244	Dead Poets Society	tt0097165	dead_poets_society.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2852bd7a-b874-404f-a6e9-ae819a702fca
245	Death to Smoochy	tt0266452	death_to_smoochy.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
246	Debt, The	tt1226753	debt_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5b7b6c91-f466-4434-b735-f275098a54f3
247	Deception	tt0800240	deception.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6a884fe6-855f-42a9-a978-2caba86a5d5f
248	Deep Cover	tt0104073	deep_cover.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
249	Deer Hunter, The	tt0077416	deer_hunter_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6e111973-b904-46eb-906c-3d21ef444c6d
250	Defiance	tt1034303	defiance.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0d222efe-df19-4cf5-a8e7-1c167769b12b
251	Demolition Man	tt0106697	demolition_man.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/demolition-man
252	Departed, The	tt0407887	departed_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	16eaa076-491b-49cd-8e07-3c404e9bb515
253	Descendants, The	tt1033575	descendants_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1062d19e-e9f4-4767-8d21-5d1f85c9d550
254	Detroit Rock City	tt0165710	detroit_rock_city.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c5011213-6b0e-4ec0-aec0-7e42da2aa171
255	Devil in a Blue Dress	tt0112857	devil_in_a_blue_dress.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
256	Devil's Advocate, The	tt0118971	devils_advocate.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	2f5a5afc-b0cb-43cd-ad0c-389640bce754
257	Hard, Die	tt0095016	die_hard.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	43c8a103-2834-4a59-8613-a2f9a0786a0a
258	Hard 2, Die	tt0099423	die_hard_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/die-hard-2-die-harder
259	Diner	tt0083833	diner.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
260	Disturbia	tt0486822	disturbia.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7d684a3d-9c64-463f-b79f-32de09c728b7
261	Django Unchained	tt1853728	django_unchained.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d985bec1-25bf-4cca-a8a4-539de7355f1b
262	Do the Right Thing	tt0097216	do_the_right_thing.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/do-the-right-thing
263	Dog Day Afternoon	tt0072890	dog_day_afternoon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
264	Domino	tt0421054	domino.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/domino
265	Donnie Darko	tt0246578	donnie_darko.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	c27bade1-b2cb-44a5-97b6-8b93b16be6ca
266	Doors, The	tt0101761	doors_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	fff7062c-f28e-478b-b73c-edfbadd7fcc1
267	Double Indemnity	tt0036775	double_indemnity.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1e7805a2-a657-485d-b352-e0d670f1274a
268	Drag Me to Hell	tt1127180	drag_me_to_hell.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	df3950c2-e612-4410-b1ea-776aa08a9b0a
269	Dragonslayer	tt0082288	dragon_slayer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	60818b7a-8f50-4abf-b2a0-b6e638e1639c
270	Dragonslayer	tt0082288	dragonslayer.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	60818b7a-8f50-4abf-b2a0-b6e638e1639c
271	Drive Angry	tt1502404	drive_angry.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	712a0e6b-e5cc-47a6-b689-965cd8846938
272	Drop Dead Gorgeous	tt0157503	drop_dead_gorgeous.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
273	Dry White Season, A	tt0097243	dry_white_season_a.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
274	Duck Soup	tt0023969	duck_soup.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	20fe8f93-342e-4ba8-be70-2d9cca88e7b5
275	Dumb & Dumber	tt0109686	dumb_and_dumber.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/dumb-and-dumber
276	Dune	tt0087182	dune.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4a5cb47d-dc8d-478d-8502-ecd33e9609fc
277	Eagle Eye	tt1059786	eagle_eye.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	4d077424-1611-4d0f-bb47-b2503fc18faa
278	Eastern Promises	tt0765443	eastern_promises.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	dd00d549-55dc-417a-9a6c-662060caf88a
279	Easy A	tt1282140	easy_a.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6150845d-7f3c-4421-9741-fb02a2aa80b0
280	Edtv	tt0131369	ed_tv.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	40035641-af45-47b5-b7c4-7607c563f100
281	Ed Wood	tt0109707	ed_wood.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3c6fc39c-e6c4-4d21-a970-eb1cb858bde8
282	Edward Scissorhands	tt0099487	edward_scissorhands.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	d74b138c-b19a-4022-a87a-3665c14df99a
283	Election	tt0126886	election.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e4ab348c-16d3-4794-bdaa-01a46e76c91c
284	Elephant Man, The	tt0080678	elephant_man_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e1f2d861-50cf-4b80-a4c9-ab44f3082d7f
285	Elizabeth	tt0414055	elizabeth_the_golden_age.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	60141e0c-236b-4ad9-8b3b-25273df42545
286	Enemy of the State	tt0120660	enemy_of_the_state.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7bcaff56-10d4-4f5f-bd78-45197657e0b8
287	Enough	tt0278435	enough.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
288	Entrapment	tt0137494	entrapment.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6cd6aa22-a441-4f99-b86a-ba67d7e4348c
289	Erin Brockovich	tt0195685	erin_brockovich.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	266ee600-a33f-4380-8db9-b089071b9774
290	Escape from L.A.	tt0116225	escape_from_l.a..txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e9c45718-9c2d-40eb-93aa-c7bda283fe5b
291	Escape from New York	tt0082340	escape_from_new_york.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f2094bb7-0c4f-4f0f-b16a-68d558d12f56
292	Eternal Sunshine of the Spotless Mind	tt0338013	eternal_sunshine_of_the_spotless_mind.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9f13c432-38fc-4811-be5c-ca2ba12e8649
293	Even Cowgirls Get the Blues	tt0106834	even_cowgirls_get_the_blues.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
294	Event Horizon	tt0119081	event_horizon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
295	Evil Dead, The	tt0083907	evil_dead.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-evil-dead-1981
296	Evil Dead II	tt0092991	evil_dead_ii_dead_by_dawn.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
297	Excalibur	tt0082348	excalibur.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/excalibur
298	eXistenZ	tt0120907	existenz.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
299	Extract	tt1225822	extract.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	468ed77c-9107-48e3-a866-74a44a10b3df
300	Face/Off	tt0119094	face_off.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	db1c1188-34f9-4f08-8e8e-bd07791b270f
301	Face/Off	tt0119094	faceoff.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	db1c1188-34f9-4f08-8e8e-bd07791b270f
302	Fair Game	tt0977855	fair_game.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	8b3bed89-50a4-429e-b6f3-2c0e480629dc
303	Fantastic Four	tt0120667	fantastic_four.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	19404754-1553-4546-9917-615a3b95a8b5
304	Fantastic Mr. Fox	tt0432283	fantastic_mr_fox.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6a99a159-bf8a-4b28-8d16-b707578f2d15
305	Fargo	tt0116282	fargo.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	cd0c210f-5328-4b1d-8f55-0398dc907e65
306	Fast Times at Ridgemont High	tt0083929	fast_times_at_ridgemont_high.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	22e1959a-abeb-46a5-be8f-92ca62a474d1
307	Fatal Instinct	tt0106873	fatal_instinct.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
308	Fault in Our Stars, The	tt2582846	fault_in_our_stars_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	811b0a9b-4498-4ce3-ba1c-5099dc76f66b
309	Fear and Loathing in Las Vegas	tt0120669	fear_and_loathing_in_las_vegas.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ea3b8bb4-36e7-4729-a3de-32be1de619fe
310	Feast	tt0426459	feast__early_draft.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
311	Ferris Bueller's Day Off	tt0091042	ferris_buellers_day_off.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	b0bf4ae7-a9ab-4bf4-9b59-f470062cad9c
312	Field of Dreams	tt0097351	field_of_dreams.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	f54d7a89-7eb8-4a09-a6f1-f7f1779e7d2c
313	cinquime lment, Le	tt0119116	fifth_element_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	0ecb6207-6abc-4af0-badd-7b83c9637790
314	Fight Club	tt0137523	fight_club.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	bc37fd31-f137-464f-b707-0e1bbe435577
315	Fighter, The	tt0964517	fighter_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7fbc16df-4455-41f1-9920-6cc2e81da350
316	Final Destination	tt0195714	final_destination.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/final-destination
317	Final Destination 2	tt0309593	final_destination_2.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	9c41be4b-2d7e-4ff7-b8ba-5f425810cba3
318	Finding Nemo	tt0266543	finding_nemo.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/finding-nemo
319	Five Easy Pieces	tt0065724	five_easy_pieces.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	ec8fe547-5f1f-4f2b-9c6b-933821820888
320	Five Feet High and Rising	tt0240507	five_feet_and_rising.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
321	Flash Gordon	tt0080745	flash_gordon.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	106c4d88-ffe9-47ea-9cf3-2f44b3648644
322	Fletch	tt0089155	fletch.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a5292d38-af72-438b-b944-d3d7a94f54ea
323	Flight	tt1907668	flight.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	7e54d199-74fa-4e24-b674-15ecefad4c62
324	Flightplan	tt0408790	flight_plan.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	428e2d0c-2fb7-4d17-a808-55f1167ad791
325	Flintstones, The	tt0109813	flintstones_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/the-flintstones
326	Adventures of Ford Fairlane, The	tt0098987	ford_fairlane_the_adventures_of_ford_fairlane.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
326	Adventures of Ford Fairlane, The	tt0098987	ford_fairlane_the_adventures_of_ford_fairlane.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
327	Forrest Gump	tt0109830	forrest_gump.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/forrest-gump
328	Four Rooms	tt0113101	four_rooms.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
329	Foxcatcher	tt1100089	foxcatcher.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	babca8f9-4a5b-48a6-9823-a2c3e0be156e
330	Fracture	tt0488120	fracture.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	5fcf0922-3a2e-4c6a-b9e8-2c22fbadf14d
331	Frances	tt0083967	frances.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
332	Mary Shelley's Frankenstein	tt0109836	frankenstein.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
333	Freaked	tt0109838	freaked.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
334	Freddy vs. Jason	tt0329101	freddy_vs._jason.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	323634ff-4e8c-4e82-9bf6-813ced9b352b
335	Frequency	tt0186151	frequency.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	6e56cd4d-5438-4a89-9c61-019a57c6a5a9
336	Friday the 13th	tt0080761	friday_the_13th.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	a0e0f109-caca-4d34-b448-e7d576d77591
337	Friday the 13th Part VIII	tt0097388	friday_the_13th_part_8_jason_takes_manhatten.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
338	From Dusk Till Dawn	tt0116367	from_dusk_till_dawn.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
339	Frozen	tt2294629	frozen_disney.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	https://www.commonsensemedia.org/movie-reviews/frozen-0
340	Frozen River	tt0978759	frozen_river.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	1321e6f6-a570-4b7b-9805-4d78d60dff6b
341	Fruitvale Station	tt2334649	fruitvale_station.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	3863dc55-374a-4842-9d13-65cb17698582
342	Fugitive, The	tt0106977	fugitive_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	eef75ace-a412-460c-8da4-fff418c45cca
343	G.I. Jane	tt0119173	g.i._jane.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
344	G.I. Joe	tt1046173	g.i._joe_the_rise_of_cobra.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	e0bd7008-b26b-4033-97b5-e70eef0eb556
345	Game 6	tt0425055	game_6.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	
346	Game, The	tt0119174	game_the.txt	text	MICA Text pipeline	completed	avalon:/data/scripts	charname, utterance	50f52de8-a871-4232-ab81-539dc41b34cc
